image_name,BoxesString
002270.png,108 60 118 70
003721.png,111 87 125 100
008831.png,63 95 75 108
000196.png,91 5 104 15
006652.png,55 3 67 17
007457.png,110 46 126 63
001348.png,79 43 91 56
006412.png,111 36 125 52
007480.png,74 86 85 97
003511.png,5 25 15 36
002083.png,95 104 105 114
008264.png,96 4 108 16
003387.png,21 111 36 125
000075.png,20 108 39 128
002587.png,72 46 90 64
004974.png,59 88 80 103
009678.png,77 98 95 117
003187.png,22 88 32 99
000487.png,45 84 62 100
006177.png,56 25 73 44
005193.png,39 92 49 102
006553.png,88 25 98 35
009487.png,103 47 125 68
007041.png,51 4 63 16
003868.png,93 60 108 74
005655.png,10 5 21 15
000708.png,42 18 55 30
006210.png,33 101 46 113
009597.png,11 33 22 43
003082.png,78 14 90 25
003638.png,14 5 32 23
000071.png,80 4 95 16
005253.png,23 39 33 49
006762.png,1 0 19 20
003881.png,0 55 20 75
007487.png,38 68 50 81
005991.png,3 74 17 87
005601.png,26 102 42 118
008027.png,33 7 43 17
000560.png,86 40 105 57
003284.png,18 3 30 17
003580.png,94 82 104 92
009383.png,14 110 29 124
004691.png,30 111 44 125
008535.png,70 38 82 52
009560.png,55 34 67 46
005357.png,35 106 48 119
005576.png,3 36 17 55
006020.png,91 14 107 31
009960.png,53 27 65 37;44 32 54 42;15 79 25 91
006875.png,46 22 57 32
004620.png,38 112 50 124
008211.png,21 105 31 115
007849.png,11 79 25 94
001838.png,69 53 83 67
003194.png,62 61 72 71
006244.png,50 32 61 42
007864.png,75 67 96 86
004472.png,112 95 124 106
007151.png,25 30 44 48
008360.png,104 75 120 92
009841.png,21 109 32 121
001374.png,42 2 59 18
001255.png,87 105 101 119
005439.png,106 76 120 90
007771.png,31 110 41 120
004280.png,46 91 60 105
007396.png,9 73 20 85
005993.png,9 81 28 99
002323.png,84 11 99 26
004942.png,28 20 40 33
005502.png,108 57 128 77
006672.png,11 69 22 80
008033.png,98 37 109 47
000623.png,39 19 52 35
007561.png,84 18 100 34
001808.png,27 22 39 33
005843.png,30 32 49 46
001680.png,2 94 18 111
005205.png,113 85 123 95
006125.png,62 62 75 76
006685.png,113 32 123 42
001161.png,34 62 46 75
000575.png,5 97 15 108
000447.png,95 3 108 17
003936.png,61 50 78 66
009523.png,80 68 91 79
002160.png,110 7 121 18
001456.png,63 111 75 125
002241.png,30 96 43 110
007694.png,49 80 60 91
001787.png,89 37 105 52
009587.png,112 106 124 121
001968.png,34 28 44 38
002184.png,32 65 46 79
008932.png,71 73 87 88
002175.png,111 99 122 110
004912.png,26 113 37 123
001494.png,13 68 27 82
001169.png,14 81 26 94
005552.png,74 75 88 91
005516.png,35 49 46 59
000297.png,54 88 64 98
004202.png,84 68 101 84
002058.png,23 18 42 35
008471.png,73 8 84 18
008195.png,44 77 54 87
002787.png,29 9 42 25
007488.png,64 19 76 30
000100.png,60 107 74 121
009740.png,107 89 118 99
008342.png,83 86 95 98
005028.png,48 39 63 53
004654.png,94 21 108 36
002570.png,38 6 53 18
004695.png,105 108 117 120
007001.png,32 11 50 30
004580.png,103 38 121 51
008774.png,111 46 125 61
007012.png,27 43 44 60
001971.png,36 76 46 86
006258.png,113 79 123 89
007307.png,15 82 31 96
003864.png,75 110 91 126
007820.png,11 14 21 24
000250.png,49 64 62 76
006394.png,83 30 99 49
004687.png,33 60 48 76
005634.png,32 82 45 95
000520.png,96 2 112 18
005934.png,24 61 34 71
003623.png,7 110 20 126
007210.png,61 44 75 58
002178.png,41 76 52 86
009974.png,16 65 26 75;90 77 100 87;33 85 47 99
004937.png,112 33 124 45
007996.png,5 84 15 95
004376.png,1 2 19 18
004167.png,88 81 103 94
003860.png,5 35 19 49
007112.png,8 101 21 115
007289.png,48 24 62 36
001556.png,70 98 83 111
005938.png,61 90 78 109
006114.png,4 20 17 36
009115.png,66 110 83 126
002080.png,95 38 110 50
004247.png,46 113 57 123
002021.png,74 109 91 127
003264.png,86 93 96 103
007760.png,43 85 60 101
005687.png,44 17 59 32
008049.png,98 23 119 45
008857.png,4 53 16 65
006099.png,110 89 126 104
001291.png,39 27 57 45
006891.png,15 95 30 111
007902.png,8 5 23 20
009822.png,47 100 60 113
005451.png,62 57 77 71
003787.png,107 32 118 43
005088.png,113 113 123 123
009003.png,76 32 88 44
005071.png,106 5 116 15
006520.png,21 67 31 78
002013.png,107 30 119 43
006784.png,67 11 80 25
004044.png,110 8 124 24
003375.png,3 15 18 29
001807.png,21 57 36 72
007885.png,111 93 125 105
008770.png,67 32 78 42
006770.png,73 37 93 57
001215.png,49 46 59 56
009256.png,93 4 106 16
007355.png,77 86 88 97
003124.png,62 37 78 50
006579.png,5 5 15 15
007555.png,53 31 67 44
009205.png,4 63 16 75
002608.png,1 33 19 50
001915.png,21 105 32 115
009421.png,18 52 32 67
004065.png,13 41 29 58
005285.png,100 105 115 122
004010.png,74 82 90 97
001853.png,109 70 119 80
001385.png,10 91 20 101
004174.png,94 48 110 62
009551.png,88 8 105 24
004742.png,12 97 23 109
000120.png,46 33 63 51
009065.png,57 52 71 67
004055.png,92 76 106 90
005508.png,33 14 43 24
006185.png,85 24 96 35
006928.png,70 14 89 31
006128.png,31 83 44 97
005700.png,75 81 93 97
004655.png,9 40 19 50
002173.png,109 36 122 49
006878.png,106 18 121 34
003899.png,86 79 98 91
004780.png,107 95 128 111
005641.png,44 14 57 27
003088.png,66 85 79 100
001565.png,37 79 52 95
003833.png,65 51 76 62
000088.png,19 0 35 21
003610.png,85 18 102 33
004707.png,77 107 91 120
004633.png,65 67 76 78
007108.png,53 105 70 124
008617.png,110 70 125 84
008012.png,113 23 123 35
002158.png,63 0 82 20
005794.png,32 54 47 69
009021.png,14 110 30 126
006657.png,97 85 109 97
009568.png,84 91 104 109
002610.png,96 113 106 123
001313.png,84 96 96 111
002655.png,61 110 77 126
007741.png,2 110 18 126
001192.png,113 48 123 58
009997.png,80 29 90 39;0 102 7 114;27 103 41 115
000563.png,93 48 108 67
008909.png,4 47 16 60
005664.png,33 106 44 116
002667.png,93 9 107 22
005914.png,4 112 16 124
000215.png,46 69 60 82
008413.png,69 49 82 61
003909.png,77 41 98 57
007337.png,29 76 48 95
009112.png,36 109 55 127
009681.png,88 65 103 79
002040.png,112 58 124 70
007984.png,23 111 36 123
009874.png,13 30 24 41
000822.png,54 46 64 58
004479.png,110 21 126 37
001017.png,12 87 23 98
006975.png,46 65 61 81
002192.png,113 81 123 91
005855.png,34 45 45 55
003975.png,111 30 125 47
003841.png,27 104 46 122
006862.png,26 80 41 95
007579.png,89 90 99 101
008418.png,5 48 15 58
001950.png,112 4 124 16
005005.png,84 9 97 22
001591.png,37 53 51 68
002362.png,26 19 40 33
004865.png,42 18 55 33
000036.png,20 5 30 15
001082.png,42 22 60 35
007290.png,46 31 59 46
004438.png,76 85 92 101
006604.png,91 73 101 83
003115.png,20 60 31 71
005395.png,73 111 91 125
001926.png,113 54 123 64
005422.png,80 97 95 113
003400.png,23 14 37 28
007815.png,49 67 66 83
000504.png,60 4 72 19
001523.png,110 74 122 87
002716.png,2 63 18 79
005169.png,79 99 92 111
002331.png,54 71 75 91
009403.png,64 80 78 94
002202.png,66 109 77 121
001066.png,80 49 99 68
003774.png,98 36 110 49
000045.png,72 111 86 125
003045.png,91 19 103 32
006262.png,29 15 45 29
003626.png,49 49 64 63
001711.png,103 41 113 52
003656.png,29 112 41 124
008657.png,62 39 79 58
005932.png,75 105 90 118
002910.png,70 93 82 104
006273.png,48 91 58 101
005505.png,48 81 65 98
004332.png,59 2 77 18
007708.png,6 111 20 125
009393.png,2 107 18 121
005538.png,7 60 22 77
005674.png,110 26 126 42
004549.png,82 109 98 127
004429.png,111 3 124 17
009415.png,26 4 38 16
000514.png,22 41 35 53
009913.png,73 28 89 42;120 52 128 64;18 53 32 65
001159.png,63 7 75 18
002848.png,97 32 114 48
007755.png,107 98 125 117
009847.png,6 98 25 118
005068.png,33 96 47 109
007525.png,40 2 62 18
003237.png,111 11 125 26
005387.png,71 28 81 38
001408.png,6 113 18 123
000984.png,18 83 34 99
002969.png,12 94 26 108
001380.png,1 111 19 125
002749.png,105 50 117 60
009417.png,78 73 91 86
007807.png,85 51 96 61
006304.png,10 81 24 95
007770.png,4 88 16 100
008239.png,99 108 109 118
000316.png,61 48 72 60
008319.png,77 7 87 18
005549.png,69 2 86 18
000371.png,50 67 70 82
007913.png,78 95 91 110
000038.png,47 10 67 25
008629.png,58 4 72 19
009330.png,39 54 49 65
003716.png,76 27 89 42
004922.png,5 46 15 56
007489.png,101 9 113 22
004521.png,3 111 17 125
005267.png,16 30 26 40
002636.png,97 58 110 72
002252.png,16 16 28 29
008794.png,52 20 68 35
004786.png,50 9 63 21
006588.png,3 8 17 21
007098.png,15 110 27 123
001921.png,47 68 60 80
004381.png,52 46 65 61
002786.png,8 105 19 116
007672.png,58 3 74 17
005697.png,24 72 39 87
007738.png,112 6 124 18
005919.png,107 5 118 15
008231.png,79 29 93 44
007432.png,105 74 119 90
009617.png,9 82 22 95
003819.png,35 66 54 80
006319.png,50 24 61 35
009408.png,3 7 17 25
003447.png,111 51 125 64
008403.png,38 74 52 86
005082.png,109 6 127 23
005067.png,53 55 65 68
008957.png,28 46 40 60
007243.png,35 87 54 105
003477.png,5 109 21 124
000326.png,101 110 117 126
008824.png,61 111 77 125
002624.png,27 113 37 123
000625.png,7 18 20 31
000602.png,25 9 40 24
008643.png,28 2 41 18
006930.png,5 31 15 41
005046.png,58 95 68 105
007485.png,83 62 96 77
008814.png,49 88 61 102
008178.png,6 108 22 125
002847.png,17 15 28 26
004982.png,28 74 39 84
009237.png,41 82 56 96
002064.png,26 113 36 123
006866.png,17 2 34 18
006053.png,5 78 15 88
001465.png,13 15 32 32
008999.png,48 107 61 119
000581.png,86 5 96 15
006596.png,113 113 123 123
004903.png,47 8 62 25
009598.png,103 20 120 36
004883.png,66 33 77 43
007659.png,74 97 85 108
001145.png,72 100 87 115
008654.png,10 112 22 124
003648.png,51 77 64 90
008213.png,79 36 94 52
002371.png,50 105 67 124
004149.png,50 37 67 54
007857.png,105 10 116 22
000615.png,90 4 107 21
008664.png,113 27 123 38
006841.png,97 96 112 111
009167.png,4 56 16 67
000308.png,3 25 16 37
004621.png,111 3 125 17
000121.png,98 35 113 52
006464.png,6 57 21 72
008408.png,68 38 84 55
004722.png,30 42 42 53
001644.png,87 11 102 25
008811.png,77 23 88 35
004394.png,79 77 96 94
000123.png,3 69 21 85
005925.png,36 71 47 82
006193.png,62 29 78 48
006431.png,96 6 112 22
003398.png,22 93 41 110
004084.png,88 102 101 115
001674.png,70 0 87 20
004737.png,81 1 103 22
007240.png,107 4 119 16
000758.png,113 53 123 64
002151.png,111 52 125 66
007730.png,108 18 128 36
000948.png,13 23 30 39
006649.png,113 81 123 91
008286.png,98 56 109 67
000553.png,49 26 62 41
000084.png,43 14 54 25
000851.png,76 1 92 19
008313.png,12 110 31 126
007621.png,22 6 40 24
005980.png,25 39 41 56
001219.png,77 11 92 26
002508.png,69 21 80 32
001960.png,106 104 121 116
008813.png,97 11 108 22
001783.png,58 88 70 100
000315.png,104 21 120 35
003866.png,86 11 103 27
004647.png,91 41 105 54
005156.png,9 47 22 59
005824.png,50 86 65 102
001547.png,4 34 16 48
004509.png,26 25 41 37
007499.png,113 68 123 78
009544.png,76 72 93 91
003251.png,89 83 101 94
003875.png,79 3 92 17
003243.png,90 2 107 18
008707.png,74 55 91 74
004648.png,4 112 16 124
009966.png,99 6 115 22;81 22 91 32;50 96 66 110
007077.png,10 5 20 15
004562.png,16 71 30 85
009310.png,80 10 96 26
009414.png,35 20 52 36
009137.png,111 25 125 38
009306.png,91 4 103 16
003539.png,94 60 110 77
002781.png,36 27 49 38
009144.png,109 95 122 108
009613.png,68 9 83 23
003798.png,42 106 52 118
003120.png,59 3 74 17
005369.png,85 111 100 125
005639.png,56 87 77 103
003180.png,22 17 33 27
002445.png,93 71 104 83
007793.png,67 8 77 19
003310.png,41 7 54 19
003752.png,89 89 103 104
001841.png,101 62 115 75
004097.png,82 65 99 83
003154.png,89 30 103 43
009234.png,6 54 19 68
000351.png,43 43 58 58
007032.png,55 13 75 32
003347.png,16 25 29 39
007260.png,69 33 81 46
009843.png,14 46 29 61
006732.png,82 67 96 86
002825.png,47 108 60 119
003070.png,77 8 97 22
001157.png,12 17 23 31
004832.png,84 101 97 116
007556.png,17 92 34 108
004033.png,13 96 23 106
004612.png,21 6 33 18
003948.png,4 110 21 126
007462.png,48 12 60 23
001984.png,110 2 126 18
005772.png,46 42 58 55
003546.png,102 74 114 88
000098.png,3 10 17 23
008143.png,91 90 102 101
003633.png,30 32 43 48
004646.png,34 107 52 124
001888.png,84 57 102 73
007363.png,21 107 41 128
008769.png,113 5 123 15
004227.png,110 72 126 86
005163.png,111 107 125 122
002066.png,62 5 74 15
005730.png,5 94 15 104
009754.png,40 14 53 27
003030.png,82 15 101 32
008224.png,109 35 127 52
002674.png,73 108 86 121
008420.png,110 49 126 62
006551.png,90 103 102 119
000330.png,21 29 41 48
004928.png,8 51 28 69
002135.png,77 35 92 50
000624.png,29 48 40 59
009892.png,34 41 50 55
007840.png,111 71 125 83
001731.png,86 76 105 93
001708.png,39 13 49 24
000593.png,3 43 17 56
000928.png,68 29 84 47
000467.png,30 47 40 58
004061.png,111 52 125 66
008548.png,69 109 84 127
000870.png,64 27 78 40
003206.png,39 12 52 26
007883.png,41 108 59 128
002097.png,105 97 115 107
006420.png,22 52 33 62
007921.png,31 23 48 41
005235.png,73 110 88 126
005385.png,3 65 17 80
003536.png,64 17 74 27
006251.png,56 12 70 27
007663.png,49 34 67 50
008343.png,67 89 81 105
004341.png,85 81 102 95
004513.png,67 112 78 124
000596.png,5 83 18 97
007218.png,39 85 49 97
006695.png,42 51 55 64
003297.png,87 31 101 46
008795.png,5 85 15 95
000403.png,74 38 91 58
000174.png,67 48 77 58
004967.png,66 42 80 55
000034.png,111 55 125 69
000766.png,64 3 80 17
009676.png,33 73 53 91
008829.png,24 53 36 65
006651.png,62 36 73 47
003290.png,89 2 107 18
004383.png,31 18 42 29
006627.png,101 94 115 109
004657.png,110 74 125 90
001164.png,11 101 22 112
004888.png,97 108 115 126
007923.png,98 1 114 19
008304.png,74 95 88 109
005325.png,106 74 120 86
002269.png,66 100 81 116
008963.png,61 76 71 86
002924.png,88 46 102 60
004043.png,42 24 58 42
002287.png,2 99 18 118
005491.png,52 19 63 30
003094.png,4 5 16 15
005801.png,5 80 15 91
004169.png,83 76 94 86
002124.png,111 17 125 34
002906.png,15 23 29 38
004323.png,36 106 46 116
005437.png,13 1 29 19
000826.png,110 44 126 59
009294.png,65 26 78 39
007690.png,4 54 16 68
000225.png,110 4 122 16
004208.png,13 4 25 19
003109.png,22 72 32 82
009546.png,49 4 61 16
002838.png,96 105 113 123
007767.png,65 30 76 43
007270.png,15 102 29 117
000653.png,96 67 109 82
002615.png,111 42 125 56
004036.png,101 19 112 30
009362.png,110 12 126 31
006275.png,3 74 17 87
001200.png,42 49 56 64
002460.png,89 61 106 81
006653.png,44 47 54 57
009460.png,39 50 49 60
001925.png,56 10 66 20
003865.png,83 88 98 105
003893.png,78 108 96 128
000242.png,82 69 93 81
009118.png,83 9 95 23
007854.png,62 23 81 41
004440.png,1 12 19 30
001911.png,68 11 84 28
003505.png,14 78 27 93
004724.png,108 72 123 88
006756.png,113 64 123 75
001981.png,14 56 29 75
009265.png,18 71 38 90
008847.png,87 28 102 41
001033.png,72 55 85 68
009505.png,39 2 51 18
003270.png,63 13 82 28
004997.png,96 113 107 123
002824.png,66 64 78 75
005101.png,93 72 108 86
000730.png,112 84 124 96
000610.png,79 69 93 83
003409.png,97 42 113 58
008978.png,31 32 43 44
000900.png,9 26 24 41
008817.png,28 66 44 79
004388.png,40 35 52 47
002632.png,19 51 29 61
004453.png,70 97 81 109
005798.png,101 106 114 120
002453.png,79 4 92 16
004109.png,112 14 124 25
002670.png,104 112 115 124
006578.png,111 111 125 125
005052.png,21 57 37 74
001578.png,63 33 76 46
004690.png,42 65 53 76
001026.png,65 112 77 123
003520.png,83 111 100 125
006907.png,15 111 27 125
000943.png,53 43 66 55
002746.png,69 0 84 20
006359.png,65 110 80 126
003906.png,93 39 108 55
009000.png,44 80 63 99
005768.png,62 39 77 57
007671.png,24 110 40 126
009048.png,78 37 93 51
000788.png,111 46 124 59
001158.png,112 108 124 121
001321.png,6 38 20 51
006015.png,79 72 93 86
005739.png,45 59 56 69
002447.png,111 110 125 126
001502.png,52 54 70 72
005753.png,76 59 90 71
006819.png,27 7 41 22
001942.png,92 89 110 104
005769.png,32 96 42 106
001781.png,103 49 113 59
007580.png,1 20 19 34
005113.png,112 112 123 123
006567.png,48 59 60 71
008282.png,106 62 119 74
006965.png,31 23 47 37
001839.png,70 5 80 15
006581.png,26 35 36 45
006959.png,87 60 99 72
001231.png,41 104 52 115
006942.png,104 16 122 34
004148.png,22 90 33 100
009750.png,103 86 117 99
000749.png,24 42 38 55
001302.png,113 86 123 97
007262.png,51 106 65 118
000391.png,49 72 60 84
001000.png,98 57 118 78
003920.png,113 66 123 77
000979.png,78 97 92 110
006555.png,111 90 125 103
003453.png,99 76 110 87
009156.png,108 55 119 67
007334.png,113 32 123 43
005614.png,112 45 124 56
009250.png,4 48 16 61
004430.png,5 92 15 103
004013.png,34 11 50 26
000387.png,27 25 40 37
004588.png,110 103 126 118
008984.png,70 82 84 98
007120.png,111 19 125 35
004125.png,73 110 83 121
005738.png,96 81 108 92
004121.png,81 113 91 123
005826.png,18 5 31 19
009542.png,20 6 36 20
006477.png,68 70 82 89
002598.png,93 4 104 16
004587.png,62 27 73 37
007473.png,112 15 124 28
000475.png,102 110 117 126
002987.png,0 67 20 87
007853.png,5 74 15 85
000786.png,41 82 53 94
002024.png,33 110 47 124
004850.png,73 0 91 21
005434.png,111 70 121 80
003620.png,11 48 22 58
006225.png,102 35 113 45
009010.png,56 11 73 24
009047.png,48 88 61 101
003341.png,38 23 51 36
001233.png,50 39 63 51
009716.png,40 33 50 45
000023.png,43 105 56 118
008728.png,16 1 35 19
001183.png,8 55 19 67
008618.png,14 5 25 16
005979.png,8 74 21 91
009645.png,60 39 76 54
004801.png,17 86 37 105
001221.png,106 4 117 17
008373.png,111 30 121 40
002282.png,3 70 17 88
008003.png,108 17 128 33
005178.png,108 0 128 20
002400.png,49 113 60 123
005799.png,55 78 73 93
000591.png,111 111 125 124
002352.png,40 49 55 64
003926.png,100 64 114 78
006259.png,27 110 40 126
000540.png,4 36 16 48
007344.png,45 67 59 82
008542.png,64 20 84 40
008176.png,97 62 112 77
004796.png,52 100 70 120
003055.png,11 60 21 70
002415.png,46 48 60 65
005084.png,108 88 119 99
008368.png,90 74 107 94
000564.png,3 4 17 21
006920.png,4 14 16 29
008158.png,55 72 66 85
008050.png,36 75 46 85
006574.png,47 13 61 31
002091.png,33 106 44 117
002498.png,11 97 21 107
008939.png,101 78 116 93
001889.png,82 110 97 126
002285.png,51 97 61 107
000516.png,113 85 123 96
009108.png,111 62 125 77
003741.png,83 16 102 36
008120.png,94 32 110 50
002627.png,37 31 48 42
006076.png,108 13 128 28
009054.png,39 7 55 25
004718.png,112 64 123 75
005414.png,44 68 54 78
002226.png,94 68 108 83
003624.png,69 103 85 119
001289.png,102 113 115 123
000991.png,73 109 85 121
005899.png,109 20 127 39
002110.png,71 53 86 68
003380.png,112 14 124 28
006287.png,95 6 112 19
004364.png,62 2 78 18
002815.png,65 110 76 121
002771.png,96 32 112 49
003460.png,17 38 35 55
003050.png,8 42 23 57
